# Threat Intelligence Export Feed
# Dataset Version: 1.0
# Generated: 2025-03-10
#
# Column Definitions:
# record_id           -> Unique record identifier for the threat event
# src_ip              -> Source IP address involved in the activity
# dst_ip              -> Destination IP observed in telemetry
# indicator_value     -> Main indicator (hash/domain/url/ip)
# indicator_type      -> Type of IOC (md5, sha256, domain, url, ip)
# first_seen_epoch    -> First observed timestamp in epoch format
# last_seen_epoch     -> Last observed timestamp in epoch format (may be empty if still active)
# severity_score      -> Threat severity score (0-100)
# confidence_score    -> Confidence in detection (0-100)
# campaign            -> Associated malware campaign or threat actor
# context_details     -> Complex structured metadata (JSON-like string with host/user/process info)
# tags                -> Pipe-separated classification tags
# analyst_note        -> Analyst investigation note
# reviewed            -> Whether the IOC has been reviewed (true/false)
record_id,src_ip,dst_ip,indicator_value,indicator_type,first_seen_epoch,last_seen_epoch,severity_score,confidence_score,campaign,context_details,tags,analyst_note,reviewed
R04659,218.89.140.18,10.0.15.58,24d2f8a5972770e503d9ba3dfd28fe951e223930c42da055111ea62cdcf79959,sha256,1705084879,,68,66,Unknown,"{host:FIN-SRV02,user:asmith,process:wscript.exe,geo:IR,asn:AS46961}",apt|c2|scanner,Possible lateral movement,true
R04660,63.151.124.232,10.0.13.236,65.85.91.76,ip,1704471767,1704923625,46,44,Unknown,"{host:DEV-LT07,user:mwong,process:rundll32.exe,geo:NL,asn:AS41729}",scanner|email|recon|loader,Confirmed malicious beacon,true
R04661,17.62.28.189,10.0.7.46,242.1.1.6,ip,1705473841,1706366908,41,54,QakBot,"{host:ENG-LT02,user:analyst,process:wscript.exe,geo:KP,asn:AS43937}",malware|ransomware|c2|dropper,Confirmed malicious beacon,true
R04662,128.196.52.65,10.0.2.69,77.247.61.55,ip,1705194561,1706941112,52,78,Mirai,"{host:OPS-SRV03,user:bpatel,process:cmd.exe,geo:NL,asn:AS56678}",loader|c2|ransomware|email,Requires further investigation,false
R04663,219.27.50.222,10.0.19.118,f4eda6d942440cc09670cf42b492eaaac8f284c17cfd16dc6c216e1ca19b8f41,sha256,1706012925,1707403661,83,59,APT29,"{host:OPS-SRV03,user:guest,process:powershell.exe,geo:IR,asn:AS29928}",dropper|ransomware|scanner,Automated detection alert,true
R04664,131.153.224.88,10.0.18.71,235.68.21.155,ip,1705222006,1705676305,59,51,Unknown,"{host:DEV-LT07,user:jdoe,process:wscript.exe,geo:NL,asn:AS41608}",malware|c2|ransomware|loader,Suspicious download observed,true
R04665,20.174.67.202,10.0.16.106,http://cdn-stage.net/stage.bin,url,1705846270,1707423294,59,46,LockBit,"{host:FIN-SRV01,user:bpatel,process:rundll32.exe,geo:IR,asn:AS13202}",lateral|scanner|apt|dropper,Confirmed malicious beacon,false
R04666,243.120.16.70,10.0.3.108,data-node.net,domain,1704077955,1705406764,60,80,RedLine,"{host:SALES-PC09,user:guest,process:outlook.exe,geo:RU,asn:AS42272}",recon|loader|dropper,Automated detection alert,false
R04667,188.68.196.20,10.0.19.59,data-node.xyz,domain,1705339769,,41,51,RedLine,"{host:SALES-PC09,user:guest,process:wscript.exe,geo:RU,asn:AS30498}",beacon|apt|c2|infostealer,Requires further investigation,false
R04668,47.227.66.59,10.0.9.191,161.225.106.49,ip,1704236785,1704398726,99,82,CobaltStrike,"{host:SALES-PC09,user:mwong,process:wscript.exe,geo:KP,asn:AS40507}",loader|download|ransomware,Confirmed malicious beacon,true
R04669,58.213.44.45,10.0.19.228,d58a4fa00339dca0becb1e483af9190c,md5,1704143338,1705491015,43,75,Mirai,"{host:DEV-LT07,user:svc_backup,process:outlook.exe,geo:IR,asn:AS46046}",beacon|loader|apt|recon,Confirmed malicious beacon,true
R04670,62.93.50.39,10.0.9.137,fb458d7853cb8138831371bb37a26c16,md5,1705966903,1707000834,75,66,BlackCat,"{host:FIN-SRV02,user:admin,process:cmd.exe,geo:CN,asn:AS2035}",c2|dropper|ransomware|email,Possible lateral movement,false
R04671,158.9.138.251,10.0.1.30,data-node.xyz,domain,1705332315,1706494003,75,79,Unknown,"{host:HR-PC17,user:guest,process:rundll32.exe,geo:NL,asn:AS1900}",phishing|lateral,Suspicious download observed,false
R04672,170.31.37.191,10.0.20.110,38.150.64.152,ip,1705078753,1706875929,79,64,BlackCat,"{host:ENG-LT02,user:jdoe,process:rundll32.exe,geo:KP,asn:AS31263}",lateral|scanner|c2,Suspicious download observed,false
R04673,61.41.10.245,10.0.5.5,08eea096fe7e8dfe724822dd6bf9aaf1,md5,1705608342,,62,46,BlackCat,"{host:SALES-PC09,user:bpatel,process:cmd.exe,geo:IR,asn:AS25407}",apt|email|phishing,Confirmed malicious beacon,true
R04674,245.38.66.168,10.0.16.36,7.208.165.22,ip,1704966499,1706732125,70,91,LockBit,"{host:OPS-SRV03,user:bpatel,process:rundll32.exe,geo:RU,asn:AS33545}",c2|lateral|apt|beacon,Requires further investigation,true
R04675,204.103.239.28,10.0.19.101,72e254e51426cd24d9d76b0a39a8dcd0,md5,1704088700,1704626346,96,51,BlackCat,"{host:OPS-SRV03,user:svc_backup,process:rundll32.exe,geo:CN,asn:AS51172}",dropper|apt|recon|loader,Automated detection alert,true
R04676,187.207.149.209,10.0.7.107,68bbe08ed9cffc6327747671a3defa910157fe37bdd7c3ad7be96784e3dcc9ad,sha256,1705869600,1706885918,46,64,Emotet,"{host:FIN-SRV01,user:mwong,process:outlook.exe,geo:RU,asn:AS56425}",email|c2,Suspicious download observed,false
R04677,191.120.84.196,10.0.2.207,update-check.org,domain,1706011515,1707701742,67,42,RedLine,"{host:ENG-LT02,user:mwong,process:rundll32.exe,geo:KP,asn:AS53390}",download|phishing,Possible lateral movement,false
R04678,37.212.229.28,10.0.14.21,730eed4e4f6d83212cf51f4be1d5aae3,md5,1704170342,1704530501,68,47,TrickBot,"{host:HR-PC17,user:mwong,process:wscript.exe,geo:IR,asn:AS21758}",lateral|beacon|ransomware,Automated detection alert,false
R04679,211.72.67.186,10.0.18.40,cc2c967045bfa19b25d0857eaf442c99,md5,1705930166,1706394525,74,97,BlackCat,"{host:FIN-SRV01,user:admin,process:cmd.exe,geo:NL,asn:AS21150}",dropper|loader,Requires further investigation,false
R04680,143.180.103.13,10.0.16.223,data-node.xyz,domain,1706061745,,90,84,BlackCat,"{host:OPS-SRV03,user:analyst,process:chrome.exe,geo:RU,asn:AS50524}",download|c2|lateral,Automated detection alert,true
R04681,17.118.39.100,10.0.0.147,a261b1e16f33b778e361e1a6a3756083,md5,1704091594,1704290423,47,69,Unknown,"{host:SALES-PC09,user:bpatel,process:cmd.exe,geo:DE,asn:AS43009}",recon|scanner,Suspicious download observed,false
R04682,208.244.208.129,10.0.5.20,a4490c11abb0ec8fc6cef8b18f1835a34a32e2fb77a8bb48ce9bf8567db8fa9c,sha256,1704948310,1706616511,82,89,APT29,"{host:EDGE-GW01,user:jdoe,process:outlook.exe,geo:NL,asn:AS53640}",dropper|ransomware,Requires further investigation,true
R04683,38.140.111.135,10.0.18.96,f76398ee04b29c7ba037ef72c18b34f9,md5,1704608218,1705249261,76,55,APT29,"{host:FIN-SRV02,user:bpatel,process:chrome.exe,geo:IR,asn:AS32063}",c2|email|phishing|infostealer,Suspicious download observed,true
R04684,182.142.171.242,10.0.2.73,data-node.cn,domain,1704571197,,47,83,Mirai,"{host:EDGE-GW01,user:analyst,process:wscript.exe,geo:CN,asn:AS48271}",beacon|download|c2|scanner,Automated detection alert,false
R04685,45.196.51.36,10.0.2.101,acde3d0a448629d1ab36efa0ec033795,md5,1705547338,,60,59,Unknown,"{host:HR-PC17,user:svc_backup,process:wscript.exe,geo:KP,asn:AS41157}",lateral|loader|apt,Automated detection alert,true
R04686,96.149.3.158,10.0.10.143,secure-login.org,domain,1705421031,1707363230,83,59,BlackCat,"{host:OPS-SRV03,user:guest,process:powershell.exe,geo:NL,asn:AS24316}",apt|infostealer|phishing,Confirmed malicious beacon,true
R04687,26.96.114.17,10.0.5.20,39.4.231.204,ip,1706027762,1706703648,93,64,CobaltStrike,"{host:FIN-SRV02,user:guest,process:outlook.exe,geo:NL,asn:AS6142}",ransomware|recon,Possible lateral movement,false
R04688,67.84.96.14,10.0.16.203,http://update-check.ru/payload.bin,url,1704930245,,66,89,RedLine,"{host:ENG-LT02,user:admin,process:outlook.exe,geo:CN,asn:AS12375}",beacon|apt|email,Requires further investigation,false
R04689,92.168.138.68,10.0.10.6,data-node.top,domain,1705881595,1706545507,93,85,Emotet,"{host:ENG-LT02,user:analyst,process:cmd.exe,geo:CN,asn:AS9141}",lateral|email|recon|download,Requires further investigation,false
R04690,45.108.42.56,10.0.6.17,data-node.ru,domain,1704916568,1706717248,82,92,Unknown,"{host:SALES-PC09,user:mwong,process:wscript.exe,geo:RU,asn:AS7110}",malware|recon,Possible lateral movement,false
R04691,194.190.5.101,10.0.0.173,5cadad0f63d50f051ef3cb42ecda8ab3,md5,1706048149,1706639138,82,43,Emotet,"{host:FIN-SRV02,user:mwong,process:rundll32.exe,geo:NL,asn:AS57447}",c2|infostealer|download,Suspicious download observed,false
R04692,32.161.231.24,10.0.19.181,secure-login.xyz,domain,1706050547,1707974963,50,65,BlackCat,"{host:FIN-SRV02,user:guest,process:rundll32.exe,geo:IR,asn:AS41704}",lateral|malware|beacon,Requires further investigation,true
R04693,36.228.83.220,10.0.13.69,0a504d04162277125477535089fe39c9,md5,1704871202,1705003648,48,76,CobaltStrike,"{host:HR-PC17,user:svc_backup,process:wscript.exe,geo:DE,asn:AS15961}",email|recon,Automated detection alert,true
R04694,3.132.42.54,10.0.9.120,backup-sync.net,domain,1704262268,1705972294,44,61,Emotet,"{host:SALES-PC09,user:mwong,process:chrome.exe,geo:CN,asn:AS47399}",beacon|malware|loader|infostealer,Suspicious download observed,false
R04695,168.90.212.22,10.0.17.118,127.73.173.6,ip,1705518823,1706673755,42,98,QakBot,"{host:FIN-SRV02,user:bpatel,process:outlook.exe,geo:IR,asn:AS44210}",dropper|malware,Automated detection alert,true
R04696,230.172.182.187,10.0.2.30,56c57c8cf89f0c6f24a0724a975a202b,md5,1705253423,1706101988,50,57,BlackCat,"{host:EDGE-GW01,user:mwong,process:outlook.exe,geo:CN,asn:AS63542}",c2|loader|scanner,Automated detection alert,true
R04697,18.69.246.240,10.0.18.54,http://secure-login.top/payload.bin,url,1705514596,,97,84,BlackCat,"{host:EDGE-GW01,user:mwong,process:wscript.exe,geo:RU,asn:AS62105}",ransomware|scanner|beacon|infostealer,Requires further investigation,true
R04698,107.121.139.173,10.0.4.131,backup-sync.net,domain,1704494690,1704985239,76,74,BlackCat,"{host:OPS-SRV03,user:jdoe,process:rundll32.exe,geo:NL,asn:AS1302}",infostealer|malware|apt,Possible lateral movement,true
R04699,202.204.109.50,10.0.7.33,http://backup-sync.ru/drop.bin,url,1704735698,1705380827,60,81,LockBit,"{host:OPS-SRV03,user:analyst,process:chrome.exe,geo:IR,asn:AS36531}",download|beacon|recon,Automated detection alert,false
R04700,183.134.36.219,10.0.16.246,7d61c3c1615d495274d2e85c906f1e6e,md5,1704947180,1706255129,93,81,TrickBot,"{host:DEV-LT07,user:admin,process:cmd.exe,geo:RU,asn:AS41509}",phishing|download,Confirmed malicious beacon,true
R04701,198.185.242.61,10.0.13.77,cdn-stage.cn,domain,1704158998,1705537048,66,67,Unknown,"{host:FIN-SRV01,user:svc_backup,process:rundll32.exe,geo:RU,asn:AS49625}",recon|phishing|dropper,Confirmed malicious beacon,false
R04702,65.76.236.23,10.0.8.240,9562f3fa48e926aeb73f7754c4bb5bd6e557764fa92d3deb6dff073649eff48b,sha256,1705841938,1706592918,79,53,TrickBot,"{host:EDGE-GW01,user:analyst,process:powershell.exe,geo:KP,asn:AS47658}",c2|loader,Suspicious download observed,false
R04703,204.186.168.148,10.0.5.204,36af4903f0433f88d18cc96218a43829,md5,1705256262,,70,51,CobaltStrike,"{host:EDGE-GW01,user:mwong,process:wscript.exe,geo:DE,asn:AS11339}",scanner|download,Suspicious download observed,true
R04704,85.240.120.11,10.0.8.197,427f007842d62bee34aed8e1b3cf2b3d,md5,1705098868,1706452830,58,78,Emotet,"{host:ENG-LT02,user:asmith,process:outlook.exe,geo:CN,asn:AS22493}",apt|recon|infostealer|c2,Suspicious download observed,true
R04705,21.199.100.169,10.0.20.215,209.115.42.29,ip,1704865645,,61,51,LockBit,"{host:ENG-LT02,user:mwong,process:cmd.exe,geo:KP,asn:AS35101}",apt|c2|malware,Suspicious download observed,false
R04706,192.53.32.170,10.0.8.208,119.9.214.10,ip,1704683288,1706315747,57,78,TrickBot,"{host:OPS-SRV03,user:bpatel,process:cmd.exe,geo:DE,asn:AS5457}",apt|scanner,Suspicious download observed,false
R04707,179.120.253.110,10.0.1.23,b00d6140956bb8d300e0a012cf8afbbe9d497fa27a92c38072f52f1e2b460027,sha256,1705571386,1705586283,45,62,Unknown,"{host:SALES-PC09,user:bpatel,process:rundll32.exe,geo:RU,asn:AS48013}",malware|download,Confirmed malicious beacon,true
R04708,45.32.50.253,10.0.10.70,78.221.222.240,ip,1705034856,1706097419,87,42,QakBot,"{host:OPS-SRV03,user:guest,process:wscript.exe,geo:DE,asn:AS64746}",c2|ransomware|dropper|download,Confirmed malicious beacon,false
R04709,244.36.222.69,10.0.19.220,5.178.68.196,ip,1705507288,1707494842,85,74,Mirai,"{host:DEV-LT07,user:guest,process:powershell.exe,geo:CN,asn:AS9331}",beacon|loader|dropper,Automated detection alert,true
R04710,135.154.235.195,10.0.5.219,auth-panel.ru,domain,1705446603,1705674557,57,59,LockBit,"{host:FIN-SRV01,user:guest,process:powershell.exe,geo:IR,asn:AS63824}",phishing|ransomware|loader|infostealer,Requires further investigation,false
R04711,157.241.88.49,10.0.19.129,http://update-check.ru/stage.bin,url,1705833322,,67,48,RedLine,"{host:ENG-LT02,user:guest,process:rundll32.exe,geo:IR,asn:AS16051}",dropper|lateral,Suspicious download observed,true
R04712,216.37.212.129,10.0.19.102,811e92262121bfb2edf68d7fe99b61de88e7731ba49d0c9c7d484c5acdc262b2,sha256,1704688678,1704821911,82,60,Emotet,"{host:ENG-LT02,user:asmith,process:rundll32.exe,geo:KP,asn:AS59475}",c2|download|malware,Requires further investigation,true
R04713,67.151.142.46,10.0.12.110,http://update-check.net/drop.bin,url,1705758667,1706261812,44,79,BlackCat,"{host:FIN-SRV01,user:mwong,process:wscript.exe,geo:NL,asn:AS59195}",dropper|download|malware,Requires further investigation,false
R04714,46.146.234.46,10.0.2.24,http://cdn-stage.ru/payload.bin,url,1704136378,1705782174,92,62,Mirai,"{host:EDGE-GW01,user:asmith,process:powershell.exe,geo:KP,asn:AS19080}",recon|malware|email|loader,Suspicious download observed,true
R04715,1.205.19.232,10.0.14.201,249.181.156.228,ip,1704432935,1704871654,96,66,TrickBot,"{host:EDGE-GW01,user:analyst,process:rundll32.exe,geo:CN,asn:AS17041}",phishing|beacon|apt|infostealer,Suspicious download observed,false
R04716,224.43.75.107,10.0.16.102,f2353c0ffa8b4e3b9bfd8a360ca8a6c75230ce7723c127a158f3a1e98daab2e9,sha256,1705105802,1705166574,78,72,Emotet,"{host:DEV-LT07,user:jdoe,process:outlook.exe,geo:IR,asn:AS38178}",loader|phishing|ransomware|scanner,Confirmed malicious beacon,true
R04717,39.205.158.120,10.0.7.83,cdn-stage.top,domain,1704257169,1704960376,96,97,TrickBot,"{host:OPS-SRV03,user:svc_backup,process:wscript.exe,geo:IR,asn:AS13437}",lateral|infostealer,Requires further investigation,false
R04718,167.130.164.31,10.0.5.61,auth-panel.org,domain,1704459916,1704811781,65,42,QakBot,"{host:ENG-LT02,user:admin,process:outlook.exe,geo:DE,asn:AS32036}",email|loader,Confirmed malicious beacon,true
R04719,69.58.139.17,10.0.5.122,131.177.46.127,ip,1705540646,1705725808,94,50,Unknown,"{host:SALES-PC09,user:guest,process:cmd.exe,geo:NL,asn:AS41855}",scanner|recon|phishing,Possible lateral movement,true
R04720,68.185.54.74,10.0.20.168,secure-login.org,domain,1704214029,1705902055,80,71,RedLine,"{host:OPS-SRV03,user:bpatel,process:powershell.exe,geo:RU,asn:AS18182}",scanner|malware|ransomware,Confirmed malicious beacon,true
R04721,242.47.227.160,10.0.19.50,877be36e4b500aa133663848e9a7baa001f0518afaffd225da1c3cf2e723a05c,sha256,1704833263,1706206748,89,80,CobaltStrike,"{host:DEV-LT07,user:guest,process:rundll32.exe,geo:NL,asn:AS8325}",scanner|phishing|lateral|c2,Requires further investigation,false
R04722,75.200.111.36,10.0.3.188,73.156.81.220,ip,1705904810,1706289485,83,69,TrickBot,"{host:ENG-LT02,user:jdoe,process:chrome.exe,geo:RU,asn:AS47158}",ransomware|beacon|lateral,Possible lateral movement,true
R04723,151.79.59.85,10.0.6.92,data-node.cn,domain,1705275681,1707000614,83,41,BlackCat,"{host:OPS-SRV03,user:jdoe,process:powershell.exe,geo:RU,asn:AS28046}",scanner|ransomware,Suspicious download observed,false
R04724,153.200.97.43,10.0.3.253,update-check.org,domain,1704415793,1705462350,90,57,TrickBot,"{host:ENG-LT02,user:jdoe,process:outlook.exe,geo:NL,asn:AS14945}",scanner|c2,Suspicious download observed,true
R04725,209.67.121.41,10.0.5.158,2fa75dcb8106c41413e8720b29a366cbc2c0efd1a315ab3674479b1546fc2939,sha256,1704602187,,91,45,APT29,"{host:EDGE-GW01,user:svc_backup,process:outlook.exe,geo:RU,asn:AS36514}",ransomware|phishing,Possible lateral movement,false
R04726,15.54.199.147,10.0.13.67,http://update-check.net/panel.bin,url,1704189793,1705060063,63,43,Unknown,"{host:OPS-SRV03,user:bpatel,process:cmd.exe,geo:CN,asn:AS50204}",recon|infostealer,Suspicious download observed,true
R04727,103.119.83.193,10.0.3.192,6cd192fd2d82048617d79342b04d3e285762cf3e6d69a38a6bec6755328eb819,sha256,1704918806,1705737016,79,45,QakBot,"{host:ENG-LT02,user:guest,process:chrome.exe,geo:CN,asn:AS58977}",email|lateral|apt,Confirmed malicious beacon,true
R04728,143.65.171.217,10.0.12.2,146.228.62.130,ip,1704959278,,42,66,RedLine,"{host:OPS-SRV03,user:analyst,process:wscript.exe,geo:DE,asn:AS60081}",loader|c2|infostealer,Confirmed malicious beacon,true
R04729,124.211.251.1,10.0.1.91,63d049e12674fc4970bc3ee345778a1f,md5,1705310771,,95,48,QakBot,"{host:ENG-LT02,user:asmith,process:wscript.exe,geo:DE,asn:AS36189}",download|loader|apt,Suspicious download observed,true
R04730,248.216.228.254,10.0.10.215,0ab1658a27dcbbf5148dea7076764711,md5,1704389559,1706332525,83,49,BlackCat,"{host:HR-PC17,user:svc_backup,process:outlook.exe,geo:KP,asn:AS27932}",malware|recon|apt,Possible lateral movement,true
R04731,61.240.71.214,10.0.9.159,127.222.130.119,ip,1704266064,,89,87,Mirai,"{host:HR-PC17,user:admin,process:rundll32.exe,geo:IR,asn:AS36591}",beacon|download,Confirmed malicious beacon,true
R04732,125.185.57.222,10.0.0.64,2de5af0394733f89a15add404e1c57c1789ce68f7afdeddbdba7bca93a12b06f,sha256,1705516859,1706417811,57,84,Mirai,"{host:ENG-LT02,user:jdoe,process:cmd.exe,geo:CN,asn:AS29150}",apt|malware,Confirmed malicious beacon,false
R04733,60.197.89.23,10.0.7.58,backup-sync.ru,domain,1704749798,1706431950,63,92,Mirai,"{host:DEV-LT07,user:svc_backup,process:outlook.exe,geo:NL,asn:AS41483}",loader|email,Suspicious download observed,true
R04734,71.126.107.118,10.0.15.66,http://data-node.top/payload.bin,url,1705819856,1706352352,64,76,Unknown,"{host:SALES-PC09,user:svc_backup,process:cmd.exe,geo:DE,asn:AS55745}",malware|phishing|infostealer|c2,Confirmed malicious beacon,false
R04735,84.174.14.125,10.0.13.218,142.162.246.118,ip,1704902176,1705478364,58,59,Emotet,"{host:OPS-SRV03,user:asmith,process:cmd.exe,geo:IR,asn:AS53242}",ransomware|loader,Requires further investigation,true
R04736,21.15.34.231,10.0.10.12,secure-login.xyz,domain,1705651242,,99,82,CobaltStrike,"{host:SALES-PC09,user:analyst,process:wscript.exe,geo:NL,asn:AS17186}",recon|infostealer,Possible lateral movement,true
R04737,37.21.92.73,10.0.11.127,49.92.114.249,ip,1704463217,1706021221,59,47,Mirai,"{host:FIN-SRV01,user:svc_backup,process:cmd.exe,geo:DE,asn:AS3966}",ransomware|c2,Automated detection alert,false
R04738,130.141.194.8,10.0.9.254,82370e2f5540de40162d27a1a6cef2485feff7e56bc21794c396ef01ea72c17d,sha256,1705922668,1706554539,46,47,Emotet,"{host:EDGE-GW01,user:asmith,process:outlook.exe,geo:NL,asn:AS17376}",email|c2|lateral|ransomware,Requires further investigation,true
R04739,46.133.187.199,10.0.4.254,data-node.xyz,domain,1705346915,1707094358,89,44,BlackCat,"{host:HR-PC17,user:analyst,process:cmd.exe,geo:IR,asn:AS36095}",apt|scanner,Possible lateral movement,true
R04740,79.94.186.246,10.0.15.59,54.165.87.13,ip,1705962197,1707262357,49,66,Emotet,"{host:EDGE-GW01,user:jdoe,process:wscript.exe,geo:IR,asn:AS53145}",loader|dropper|apt|download,Suspicious download observed,false
R04741,172.53.4.46,10.0.3.202,18b1d342628223b3d0bad36736fa2074,md5,1705748027,1707728926,55,81,RedLine,"{host:SALES-PC09,user:analyst,process:cmd.exe,geo:IR,asn:AS52208}",download|malware,Confirmed malicious beacon,false
R04742,245.173.94.65,10.0.8.131,bb372026638cdfe6192b7d2a56f69427,md5,1704761320,1705801277,50,59,LockBit,"{host:FIN-SRV02,user:asmith,process:outlook.exe,geo:RU,asn:AS26270}",recon|scanner|phishing,Confirmed malicious beacon,true
R04743,186.7.49.162,10.0.19.190,de713f3e094fa8ab5af539a60d9b305d,md5,1704629503,1705042369,79,70,Emotet,"{host:HR-PC17,user:asmith,process:rundll32.exe,geo:KP,asn:AS54229}",phishing|ransomware|recon,Possible lateral movement,false
R04744,1.247.60.41,10.0.12.107,data-node.top,domain,1705517461,1707288240,66,59,Emotet,"{host:OPS-SRV03,user:analyst,process:chrome.exe,geo:KP,asn:AS35174}",infostealer|malware,Possible lateral movement,false
R04745,121.201.93.6,10.0.14.234,cdn-stage.top,domain,1704722148,1705720272,40,76,QakBot,"{host:SALES-PC09,user:asmith,process:cmd.exe,geo:NL,asn:AS22687}",dropper|malware,Confirmed malicious beacon,false
R04746,129.38.110.50,10.0.4.21,0dee966c1b8e8330936c157b1678d9ce,md5,1704119456,,94,41,Emotet,"{host:FIN-SRV02,user:asmith,process:rundll32.exe,geo:NL,asn:AS50015}",apt|dropper|beacon|email,Requires further investigation,false
R04747,66.55.252.204,10.0.4.162,http://backup-sync.cn/panel.bin,url,1704337680,1705557972,63,98,Emotet,"{host:EDGE-GW01,user:asmith,process:outlook.exe,geo:DE,asn:AS62619}",apt|email|phishing|scanner,Requires further investigation,false
R04748,222.21.11.231,10.0.17.213,0e99558a600364e75a47e2e0dc93a967,md5,1704431705,1704727149,79,49,LockBit,"{host:SALES-PC09,user:bpatel,process:wscript.exe,geo:CN,asn:AS31069}",phishing|c2|scanner,Automated detection alert,true
R04749,72.142.204.232,10.0.9.34,84ed426db6d6d7e16c26abfe529b6797,md5,1705994641,,89,79,QakBot,"{host:DEV-LT07,user:admin,process:outlook.exe,geo:KP,asn:AS48077}",lateral|download|dropper|ransomware,Suspicious download observed,true
R04750,148.250.131.70,10.0.20.112,f246b8cfac7f691b0eb9047e9691584d,md5,1705901537,1706711608,40,54,RedLine,"{host:FIN-SRV02,user:bpatel,process:powershell.exe,geo:CN,asn:AS4683}",infostealer|email|loader,Automated detection alert,false
R04751,13.177.231.247,10.0.7.114,57.101.124.37,ip,1705171685,1706315367,41,46,APT29,"{host:EDGE-GW01,user:analyst,process:wscript.exe,geo:CN,asn:AS24076}",apt|download,Requires further investigation,false
R04752,173.102.210.39,10.0.3.203,130.25.203.247,ip,1705832324,1707170613,78,49,BlackCat,"{host:FIN-SRV01,user:jdoe,process:powershell.exe,geo:RU,asn:AS49702}",apt|loader|download|phishing,Requires further investigation,true
R04753,251.11.14.237,10.0.10.46,112.37.145.49,ip,1704784770,1704861661,85,93,RedLine,"{host:FIN-SRV02,user:guest,process:outlook.exe,geo:KP,asn:AS24864}",beacon|download|dropper|recon,Confirmed malicious beacon,true
R04754,229.168.175.42,10.0.12.227,98.121.18.30,ip,1704395700,1704579328,74,76,RedLine,"{host:ENG-LT02,user:asmith,process:cmd.exe,geo:CN,asn:AS13718}",infostealer|beacon|recon|loader,Automated detection alert,true
R04755,8.153.70.235,10.0.4.89,http://cdn-stage.top/payload.bin,url,1704954432,1706398794,65,82,Unknown,"{host:HR-PC17,user:guest,process:cmd.exe,geo:KP,asn:AS23120}",infostealer|scanner|loader,Requires further investigation,false
R04756,23.17.172.184,10.0.15.243,backup-sync.org,domain,1704685798,1705621722,58,51,QakBot,"{host:HR-PC17,user:bpatel,process:cmd.exe,geo:NL,asn:AS61268}",infostealer|loader|dropper,Requires further investigation,true
R04757,11.127.193.133,10.0.3.231,http://backup-sync.xyz/update.bin,url,1704271851,1705654537,56,45,APT29,"{host:DEV-LT07,user:mwong,process:outlook.exe,geo:KP,asn:AS55071}",download|loader,Suspicious download observed,true
R04758,45.141.234.199,10.0.13.5,secure-login.org,domain,1704149211,1705148100,86,49,LockBit,"{host:OPS-SRV03,user:svc_backup,process:outlook.exe,geo:DE,asn:AS21278}",lateral|malware,Automated detection alert,true
R04759,213.120.29.204,10.0.20.92,http://backup-sync.net/payload.bin,url,1705497520,,97,54,RedLine,"{host:FIN-SRV02,user:bpatel,process:cmd.exe,geo:NL,asn:AS23316}",infostealer|recon,Automated detection alert,false
R04760,83.158.188.180,10.0.17.160,http://cdn-stage.org/panel.bin,url,1704113305,1704758673,84,52,QakBot,"{host:OPS-SRV03,user:analyst,process:cmd.exe,geo:DE,asn:AS61674}",beacon|download|recon,Automated detection alert,true
R04761,15.61.175.169,10.0.19.46,http://update-check.xyz/payload.bin,url,1705913273,1706903994,43,80,CobaltStrike,"{host:EDGE-GW01,user:bpatel,process:powershell.exe,geo:DE,asn:AS10346}",c2|email|download|lateral,Automated detection alert,true
R04762,119.152.232.94,10.0.10.55,http://update-check.top/update.bin,url,1705221374,,82,41,Unknown,"{host:HR-PC17,user:admin,process:chrome.exe,geo:DE,asn:AS9677}",phishing|email|scanner,Confirmed malicious beacon,true
R04763,104.190.2.187,10.0.13.229,4793e7d7acb6ca7036d77b2621ee1894,md5,1705798215,1706179524,48,80,RedLine,"{host:ENG-LT02,user:svc_backup,process:cmd.exe,geo:CN,asn:AS17544}",malware|infostealer|scanner,Requires further investigation,true
R04764,158.32.206.149,10.0.10.205,http://auth-panel.cn/panel.bin,url,1704383052,,52,55,QakBot,"{host:EDGE-GW01,user:mwong,process:outlook.exe,geo:DE,asn:AS30182}",lateral|recon,Suspicious download observed,false
R04765,167.93.28.155,10.0.15.158,http://auth-panel.org/update.bin,url,1704336028,1704482802,58,81,Unknown,"{host:HR-PC17,user:mwong,process:powershell.exe,geo:DE,asn:AS5383}",malware|beacon,Suspicious download observed,false
R04766,202.6.158.63,10.0.8.186,secure-login.cn,domain,1705776291,1706329729,46,93,Emotet,"{host:DEV-LT07,user:jdoe,process:cmd.exe,geo:IR,asn:AS5752}",loader|scanner|lateral,Possible lateral movement,true
R04767,234.176.51.164,10.0.2.122,0a03582225fb5b58e3aa0d63a163d06c,md5,1705999714,1706060303,93,98,LockBit,"{host:DEV-LT07,user:asmith,process:wscript.exe,geo:CN,asn:AS5562}",infostealer|download|lateral,Requires further investigation,false
R04768,212.249.231.83,10.0.14.236,auth-panel.xyz,domain,1704483091,1705553795,51,41,RedLine,"{host:EDGE-GW01,user:asmith,process:powershell.exe,geo:KP,asn:AS5430}",download|infostealer|dropper,Requires further investigation,false
